TransactionAmount,TransactionType,Channel,CustomerAge,CustomerOccupation,TransactionDuration,AccountBalance,CustomerAge_encoded,Target
0.03067462282096047,1,0,0.1774193548387097,0,0.8517241379310345,0.6535296039320443,2,2
0.20647262683378065,1,0,0.5,1,0.5448275862068966,0.6445565359077325,4,2
0.4573312140083904,1,2,0.06451612903225812,3,0.4827586206896552,0.020014465534787865,1,0
0.06488261198113453,1,1,0.5,1,0.1206896551724138,0.3806929475140387,4,1
0.04058159835318029,1,1,0.12903225806451613,3,0.46551724137931033,0.05373220208190774,2,0
0.3382338379758709,1,0,0.9193548387096775,2,0.4379310344827586,0.3209446424418253,5,1
0.4143367120931808,1,0,0.7741935483870968,0,0.27586206896551724,0.5252246123814761,5,1
0.17477655887641036,1,2,0.5967741935483871,2,0.7103448275862069,0.061716478206919,4,2
0.17104515725564792,1,0,0.7258064516129032,2,0.3758620689655172,0.28382629527705666,5,1
0.017593871329181544,1,2,0.32258064516129037,0,0.031034482758620682,0.9486776000656059,3,0
0.028694270005472026,1,0,0.016129032258064557,3,0.36896551724137927,0.009446962170475522,1,0
0.1584542825129635,1,1,0.14516129032258068,3,0.07931034482758621,0.05158119319151912,2,0
0.22670349428042838,1,1,0.903225806451613,2,0.27586206896551724,0.3073274117851088,5,1
0.08558772181254397,1,1,0.12903225806451613,3,0.22413793103448276,0.09464573555765579,2,0
0.2657737707481043,1,2,0.016129032258064557,3,0.3275862068965517,0.04573918748327928,1,0
0.3265706021835995,1,2,0.12903225806451613,3,0.4413793103448276,0.011041397510476086,2,0
0.22112202621361754,1,2,0.532258064516129,1,0.8758620689655173,0.34164743082153753,4,2
0.044385960340829145,1,1,0.7903225806451613,0,0.46551724137931033,0.9950869612562968,5,1
0.08819866065612214,1,1,0.16129032258064518,3,0.4551724137931034,0.05496029372026398,2,0
0.05439195351382338,1,0,0.7096774193548387,2,0.27586206896551724,0.29418609184539085,5,1
0.16504156135185136,1,1,0.11290322580645162,3,0.2517241379310345,0.08219408284341866,1,0
0.20129765223962268,1,1,0.4838709677419355,1,0.06206896551724138,0.3716782036924756,4,1
0.058269275868358644,1,1,0.08064516129032262,3,0.1413793103448276,0.055727935018021424,1,0
0.2961461291919639,1,0,0.4516129032258065,1,0.489655172413793,0.3628926767557946,4,2
0.13744169684967558,1,1,0.9838709677419355,2,0.7482758620689656,0.2738348589812016,5,1
0.1820778070198296,1,2,0.4838709677419355,1,0.7448275862068966,0.4403095032917158,4,2
0.002871511582458243,1,2,0.5161290322580645,0,0.393103448275862,0.9334619009272195,4,1
0.1553847356489564,1,1,0.6129032258064516,2,0.7413793103448276,0.1958426375671014,5,2
0.2714125648174688,1,1,0.11290322580645162,3,0.4068965517241379,0.12436662871032231,1,0
0.06946348073064595,1,0,0.4193548387096775,1,0.7241379310344828,0.25173727577412797,3,2
0.07449774604580868,1,2,0.27419354838709675,1,0.43103448275862066,0.4217032763898542,2,0
0.012773275659900461,1,0,0.7096774193548387,2,0.15517241379310343,0.38750156284239695,5,1
0.12083279047346066,1,0,0.30645161290322587,1,0.1413793103448276,0.44288063110600845,3,0
0.04756494775516586,1,1,0.4193548387096775,0,0.20344827586206898,0.979703886738627,3,0
0.0625530916955468,1,1,0.016129032258064557,3,0.23103448275862065,0.08477260475077203,1,0
0.0906741016754827,1,2,0.5161290322580645,0,0.19655172413793104,0.7008988528400713,4,1
0.09560413789509341,1,0,0.32258064516129037,1,0.3172413793103448,0.030333930686427268,3,0
0.13531542330041432,1,2,0.5,0,0.5517241379310345,0.475615625466332,4,2
0.08049091904005003,1,2,0.25806451612903225,0,0.506896551724138,0.0956170505097219,2,0
0.012663835109570837,1,1,0.7419354838709677,0,0.20344827586206898,0.6566411727300472,5,1
0.20465382911639785,1,2,0.09677419354838712,3,0.3103448275862069,0.046408016810134484,1,0
0.11652291737238449,1,0,0.5645161290322581,1,0.15517241379310343,0.1901397752464586,4,1
0.12007191807593089,1,1,0.04838709677419356,3,0.43103448275862066,0.03473879357977622,1,0
0.23027334080308517,1,2,0.016129032258064557,3,0.8620689655172414,0.0856740119139005,1,2
0.3355707845845167,1,0,0.1774193548387097,1,0.21379310344827585,0.0700603761307921,2,0
0.01308075149177893,1,0,0.6290322580645161,1,0.23448275862068962,0.0067077867866212615,5,1
0.0767959976027308,1,1,0.8548387096774193,2,0.4241379310344827,0.13541609250413736,5,1
0.059806655027750996,1,1,0.30645161290322587,0,0.5689655172413793,0.5069934676548761,3,2
0.19965604398467832,1,1,0.19354838709677424,1,0.04827586206896552,0.5915731537957913,2,0
0.10209239909320686,1,1,0.14516129032258068,1,0.4689655172413793,0.6263206858491849,2,0
0.06758214555593192,1,0,0.22580645161290325,1,0.7758620689655172,0.5279160622555749,2,2
0.15980404930036218,1,2,0.4516129032258065,1,0.1413793103448276,0.6262682550074815,4,1
0.05978580920864059,1,2,0.6612903225806451,2,0.24137931034482757,0.4062334893262906,5,1
0.3941579591943091,1,1,0.14516129032258068,3,0.02413793103448276,0.021469757487191415,2,0
0.2623967480522188,1,2,0.06451612903225812,3,0.08620689655172413,0.023296098473187005,1,0
0.07440393985981186,1,0,0.7258064516129032,2,0.4724137931034483,0.5296993830637627,5,1
0.17072725851421425,1,2,0.3548387096774194,1,0.32413793103448274,0.025469961833036004,3,0
0.0011673658701826615,1,2,0.467741935483871,0,0.33448275862068966,0.8095873155005735,4,1
0.21230945618469393,1,2,0.12903225806451613,1,0.17931034482758618,0.5542470998350445,2,0
0.06022878286473669,1,1,0.33870967741935487,1,0.5413793103448277,0.428843281525388,3,2
0.027782265419391824,1,0,0.8225806451612903,2,0.38275862068965516,0.10419487065042476,5,1
0.16552101519139067,1,2,0.14516129032258068,3,0.2793103448275862,0.0029744419812405137,2,0
0.17270239987492508,1,2,0.3709677419354839,1,0.17586206896551726,0.27367017236303115,3,0
0.002491075383693358,1,0,0.6129032258064516,2,0.10689655172413794,0.3668216289321451,5,1
0.31193162571331784,1,1,0.6290322580645161,0,0.5103448275862069,0.08834395169909538,5,1
0.43829376970581335,1,2,0.12903225806451613,3,0.24137931034482757,0.0673796813011453,2,0
0.019746202152330822,1,2,0.12903225806451613,3,0.3379310344827586,0.013607147802542761,2,0
0.06486176616202412,1,1,0.24193548387096775,1,0.3275862068965517,0.4173326952006959,2,0
0.10828360736899705,1,2,0.467741935483871,1,0.906896551724138,0.6213545440735,4,2
0.1985929072100477,1,0,0.6129032258064516,0,0.22413793103448276,0.7887547943971597,5,1
0.008286213096385856,1,0,0.5161290322580645,0,0.393103448275862,0.9612267203701887,4,1
0.2531828960054199,1,2,0.0,3,0.2,0.11073931519943216,1,0
0.17517262943950804,1,1,0.04838709677419356,3,0.027586206896551724,0.06044402201019848,1,0
0.12210959689397294,1,2,0.08064516129032262,3,0.3793103448275862,0.01093855239790438,1,0
0.0029913750423430697,1,2,0.19354838709677424,0,0.8137931034482759,0.35905110931561623,2,2
0.11823748599421527,1,0,0.0,3,0.9793103448275863,0.016178947807113656,1,2
0.02375902233108372,1,0,0.03225806451612906,3,0.2827586206896551,0.1047205234480135,1,0
0.21640044818511087,1,0,0.7741935483870968,0,0.45172413793103444,0.6730244663817477,5,1
0.13836412434531098,1,2,0.5806451612903226,2,0.2827586206896551,0.2920612983758539,4,1
0.036031998332334475,1,2,1.0,2,0.35517241379310344,0.4269429996087853,5,1
0.13947937566771765,1,2,0.03225806451612906,3,0.5172413793103449,0.033267369060694746,1,0
0.25836829350913304,1,1,0.6935483870967742,0,0.8793103448275862,0.8606327730403301,5,2
0.1959506996378039,1,0,0.30645161290322587,1,0.810344827586207,0.6023597911908121,3,2
0.018500664460484144,1,1,0.08064516129032262,3,0.38620689655172413,0.034322707797541666,1,0
0.0147327826562785,1,2,0.7096774193548387,0,0.30689655172413793,0.5760186707571687,5,1
0.16015321677046146,1,1,0.24193548387096775,0,0.9482758620689655,0.3499751961787327,2,2
0.038877452640904704,1,1,0.8387096774193548,0,0.396551724137931,0.45844923014047434,5,1
0.12072334992313102,1,0,0.25806451612903225,1,0.5344827586206897,0.0007736910102616569,2,2
0.06563827292388669,1,1,0.9193548387096775,2,0.8896551724137931,0.374303106729028,5,2
0.15847512833207392,1,1,0.20967741935483875,1,0.0896551724137931,0.26590839122011944,2,0
0.14674935508247128,1,0,0.06451612903225812,3,0.34137931034482755,0.09980210718208427,1,0
0.40525314641582194,1,1,0.20967741935483875,1,0.02413793103448276,0.4520009088012562,2,0
0.06197462021523308,1,1,0.6129032258064516,2,0.296551724137931,0.36400784042740547,5,1
0.09220626938009745,1,2,0.935483870967742,2,0.11379310344827585,0.3523655048081771,5,1
0.13582093441384163,1,1,0.06451612903225812,3,0.0896551724137931,0.053896216509799866,1,0
0.08818302629178934,1,2,0.09677419354838712,3,0.031034482758620682,0.11460239272851447,1,0
0.03802798551215572,1,1,0.12903225806451613,3,0.013793103448275862,0.04614519041134012,2,0
0.4129087734841181,1,0,0.016129032258064557,3,0.5310344827586208,0.04497759589802605,1,0
0.12340724913359563,1,2,0.8548387096774193,2,0.12413793103448274,0.0726987229729094,5,1
0.38564244208770876,1,2,0.3709677419354839,0,0.3896551724137931,0.9654702575967585,3,0
0.23622482215910573,1,0,0.6451612903225806,0,0.2482758620689655,0.8029346483167684,5,1
0.15645308387836465,1,1,0.8870967741935485,2,0.3103448275862069,0.5232591280078835,5,1
0.1049743335852203,1,0,0.6612903225806451,0,0.996551724137931,0.4858100632262176,5,2
0.20791098835239857,1,0,0.6612903225806451,1,0.34137931034482755,0.20899336817071484,5,1
0.32837376553664954,1,0,0.7096774193548387,2,0.14482758620689656,0.08485730072583109,5,1
0.11237981082419156,1,0,0.32258064516129037,0,0.7758620689655172,0.522428300823971,3,2
0.2544649138807098,1,1,0.5483870967741935,1,0.4206896551724138,0.49643806371557214,4,1
0.010475024102978346,1,1,0.7096774193548387,2,0.22413793103448276,0.17888529341777837,5,1
0.25684654871407353,1,1,0.5645161290322581,2,0.7793103448275862,0.4928324350630582,4,2
0.16006983349401988,1,0,0.016129032258064557,3,0.013793103448275862,0.06424458584340387,1,0
0.005690908617140475,1,2,0.4032258064516129,0,0.5206896551724138,0.39361042809110064,3,2
0.16341037600646222,1,1,0.6612903225806451,1,0.48620689655172417,0.48131109369391417,5,1
0.02644292154154832,1,1,0.7419354838709677,2,0.33448275862068966,0.3254684830144239,5,1
0.07333559163040361,1,1,0.6774193548387097,1,0.3103448275862069,0.5395153776969955,5,1
0.1499752455898064,1,0,0.8064516129032258,2,0.18275862068965515,0.11069427845078963,5,1
0.4170675143966438,1,0,0.20967741935483875,1,0.3379310344827586,0.6425446704049409,2,0
0.25290147744742947,1,0,0.4516129032258065,1,0.4586206896551724,0.4214807814077547,4,2
0.2714594679104672,1,0,0.5806451612903226,0,0.703448275862069,0.6279077270961246,4,2
0.15877739270917476,1,0,0.7580645161290323,0,0.5103448275862069,0.9027495271141394,5,1
0.36164369283685543,1,0,0.6935483870967742,2,0.21379310344827585,0.08658617412148092,5,1
0.06076556270682961,1,0,0.5967741935483871,1,0.5551724137931034,0.4440025166804018,4,2
0.03888787555045991,1,0,0.11290322580645162,3,0.6620689655172414,0.02147110186774791,1,2
0.07006279803007008,1,0,0.5161290322580645,0,0.3310344827586207,0.5575549481942954,4,1
0.18813872892617972,1,0,0.7258064516129032,0,0.5862068965517242,0.5272875643454145,5,1
0.06842640122990332,1,1,0.4193548387096775,0,0.11034482758620691,0.38800772212191653,3,0
0.2853844750762175,1,0,0.7419354838709677,2,0.41724137931034483,0.40697827615458765,5,1
0.23818432915548376,1,2,0.16129032258064518,1,0.017241379310344827,0.552341440396216,2,0
0.2636891888370639,1,0,0.6451612903225806,1,0.18620689655172412,0.008660499544927182,5,1
0.25344868019907757,1,1,0.6290322580645161,2,0.3758620689655172,0.1621531330116679,5,1
0.08516559397555827,1,1,0.3709677419354839,0,0.9724137931034483,0.6714374251348079,3,2
0.3029887693149543,1,0,0.06451612903225812,3,0.5724137931034483,0.025471978403870745,1,0
0.02696927847408604,1,0,0.4838709677419355,0,0.2586206896551724,0.06853853734084217,4,1
0.32831122807931834,1,0,0.04838709677419356,3,0.17931034482758618,0.01811956114041114,1,0
0.2728092346978659,1,0,0.4032258064516129,0,0.5137931034482759,0.9005534814751082,3,2
0.36758475128332074,1,1,0.3548387096774194,0,0.393103448275862,0.9883516146682676,3,0
0.04753889048127785,1,0,0.532258064516129,0,0.45172413793103444,0.9976332180302944,4,1
0.0026005159340229825,1,0,0.33870967741935487,0,0.13448275862068965,0.9438942940456042,3,0
0.3838080100059932,1,1,0.4838709677419355,1,0.0,0.21589541794774933,4,1
0.09214894337754384,1,3,0.27419354838709675,0,0.2586206896551724,0.8989798840337333,2,0
0.30657946165672145,1,1,0.22580645161290325,1,0.41379310344827586,0.041218707862071935,2,0
0.09028324256716261,1,0,0.04838709677419356,3,0.9379310344827586,0.08104329308706076,1,2
0.021054277301508714,1,1,0.6612903225806451,2,0.503448275862069,0.07075407649794244,5,1
0.017619928603069546,1,1,0.06451612903225812,3,0.24482758620689654,0.5786563454090078,1,0
0.25629934596242543,1,2,0.08064516129032262,3,0.2206896551724138,0.050861277403517174,1,0
0.03819475206503895,1,0,0.532258064516129,1,0.5103448275862069,0.18221801281732425,4,2
0.3962112723766839,1,2,0.6290322580645161,1,0.37241379310344824,0.4086016156765528,5,1
0.19356906480444017,1,1,0.7903225806451613,2,0.4586206896551724,0.2274066764627197,5,1
0.11397451598613752,1,0,0.0,3,0.010344827586206896,0.043891336408379805,1,0
0.1183677723636553,1,2,0.0,3,0.1896551724137931,0.04368161304156691,1,0
0.09711024832582014,1,2,0.6451612903225806,0,0.010344827586206896,0.09460876509235223,5,1
0.17765328191364618,1,2,0.0,3,0.47586206896551725,0.027567867691443152,1,0
0.22634390390077389,1,0,0.6612903225806451,0,0.706896551724138,0.8434018474477608,5,2
0.03902858482945514,1,0,0.08064516129032262,3,0.49655172413793097,0.0666590933228651,1,0
0.01200719180759309,1,0,0.6612903225806451,1,0.5206896551724138,0.4443110520181169,5,1
0.2671131146259478,1,1,0.9838709677419355,2,0.06896551724137931,0.46334680850777793,5,1
0.25426166714438336,1,1,0.4032258064516129,1,0.5448275862068966,0.4685058688933194,3,2
0.006545587200667067,1,0,0.4193548387096775,1,0.503448275862069,0.6012029517219499,3,2
0.2791515751622065,1,2,0.4032258064516129,1,0.041379310344827586,0.6413280060013149,3,0
0.05092633608671861,1,1,0.8709677419354838,2,0.027586206896551724,0.4946702032837839,5,1
0.10205070745498605,1,2,0.6935483870967742,2,0.30344827586206896,0.2777873378172906,5,1
0.1307658232795685,1,0,0.3870967741935484,1,0.8137931034482759,0.5513741585858193,3,2
0.023065898845662767,1,2,0.16129032258064518,3,0.6724137931034483,0.014319669497483992,2,2
0.09308179378273444,1,2,0.27419354838709675,0,0.5862068965517242,0.3455044586381156,2,2
0.20138103551606432,1,1,0.4516129032258065,0,0.4068965517241379,0.4545222945349586,4,1
0.08696875732860826,1,2,0.935483870967742,2,0.034482758620689655,0.253851314199213,5,1
0.1797743440081299,1,1,0.8225806451612903,2,0.8379310344827586,0.2652012470474042,5,2
0.0388722411861271,1,0,0.8709677419354838,2,0.36896551724137927,0.15517378135263507,5,1
0.3499335539515856,1,1,0.6451612903225806,1,0.15172413793103445,0.3435315801714623,5,1
0.13277744482372253,1,0,0.435483870967742,1,0.489655172413793,0.41115257778249803,3,2
0.023717330692862915,1,2,0.11290322580645162,3,0.34137931034482755,0.3950374880518178,1,0
0.006076556270682962,1,3,0.5645161290322581,0,0.14482758620689656,0.975391786103676,4,1
0.024577220731167106,1,0,0.7419354838709677,0,0.06206896551724138,0.5479876639640138,5,1
0.018620527920368973,1,1,0.7258064516129032,2,0.4103448275862069,0.29499339236956484,5,1
0.025254709852255256,1,1,0.04838709677419356,3,0.02413793103448276,0.048050177659890544,1,0
0.022513484639237042,1,0,0.11290322580645162,3,0.24137931034482757,0.03205070465706869,1,0
0.2311436537509446,1,0,0.5645161290322581,2,0.2655172413793103,0.20384842378101656,4,1
0.19015556192511138,1,2,0.8064516129032258,2,0.16206896551724137,0.38938907314371296,5,1
0.3945852984860724,1,0,0.06451612903225812,3,0.09310344827586207,0.6339540786489514,1,0
0.010568830288975166,1,1,0.532258064516129,1,0.21379310344827585,0.3512718512254701,4,1
0.24759621648383145,1,0,0.25806451612903225,1,0.3275862068965517,0.12767246049873832,2,0
0.017969096073168826,1,0,0.6129032258064516,2,0.04827586206896552,0.452136691237462,5,1
0.3592151549104932,1,1,0.14516129032258068,3,0.2862068965517241,0.10301383233154576,2,0
0.10992000416916381,1,0,0.8870967741935485,2,0.27586206896551724,0.2667197248859629,5,1
0.03187846887458634,1,2,0.09677419354838712,3,0.5517241379310345,0.11975204245016047,1,0
0.0871251009719363,1,1,0.30645161290322587,0,0.2482758620689655,0.8352273414740058,3,0
0.18823774656695416,1,2,0.04838709677419356,3,0.2517241379310345,0.3116670722214679,1,0
0.1973004664252026,1,1,0.967741935483871,2,0.39999999999999997,0.14783346351418392,5,1
0.12551788831852412,1,1,0.19354838709677424,0,0.15517241379310343,0.8257050939923667,2,0
0.010433332464757538,1,2,0.29032258064516125,1,0.7000000000000001,0.13084721518289627,3,2
0.21659848346665972,1,1,0.8387096774193548,0,0.5517241379310345,0.6659442861809779,5,1
0.05232300596711572,1,1,0.5161290322580645,0,0.46206896551724136,0.9660772454180151,4,1
0.25290147744742947,1,2,0.016129032258064557,3,0.47586206896551725,0.09626235317683848,1,0
0.16723037235844385,1,1,0.4516129032258065,0,0.5827586206896552,0.4640667242957799,4,2
0.3705552805065534,1,1,0.04838709677419356,3,0.1413793103448276,0.057415132616420006,1,0
0.006238111368788598,1,0,0.3870967741935484,1,0.44482758620689655,0.5205192804337511,3,0
0.18275529614091773,1,0,0.03225806451612906,3,0.18620689655172412,0.008087121237582966,1,0
0.15717226463767361,1,2,0.5806451612903226,1,0.05172413793103449,0.4359113623011493,4,1
0.015154910493264194,1,2,0.7580645161290323,2,0.06896551724137931,0.2583610387759684,5,1
0.12061912082757902,1,1,0.14516129032258068,3,0.47586206896551725,0.06901579243839713,2,0
0.09337363525028011,1,0,0.6451612903225806,2,0.806896551724138,0.16975358848780045,5,2
0.018995752664356255,1,1,0.4838709677419355,0,0.15517241379310343,0.4273873173827062,4,1
0.121416473408552,1,0,0.24193548387096775,1,0.21379310344827585,0.45964236788436175,2,0
0.3173150584985799,1,0,0.33870967741935487,1,0.5758620689655173,0.600442032326975,3,2
0.22741746358495973,1,1,0.20967741935483875,0,0.3482758620689655,0.9588075075587799,2,0
0.45348516038252074,1,1,0.1774193548387097,0,0.15517241379310343,0.6731266393040412,2,0
0.18455845949396774,1,0,0.903225806451613,2,0.4068965517241379,0.4878353725345741,5,1
0.01165802433749381,1,2,0.5645161290322581,1,0.35172413793103446,0.2915141354893612,4,1
0.09481199676889802,1,1,0.12903225806451613,3,0.14827586206896554,0.07225037205731902,2,0
0.06595096021054277,1,1,0.12903225806451613,1,0.9655172413793104,0.3580576120843679,2,2
0.15004299450191522,1,2,0.30645161290322587,1,0.13793103448275862,0.23875257616924142,3,0
0.06176095056935143,1,1,0.5967741935483871,1,0.3896551724137931,0.13467802757862277,4,1
0.33955754748938166,1,0,0.04838709677419356,3,0.5379310344827587,0.11437452022418891,1,0
0.03459884826849415,1,0,0.30645161290322587,1,0.07931034482758621,0.2324911237273758,3,0
0.05121296609948667,1,1,0.8225806451612903,2,0.5379310344827587,0.23281646382204707,5,1
0.07227766631055058,1,2,0.8548387096774193,2,0.06896551724137931,0.4471187908103523,5,1
0.017526122417072725,1,1,0.12903225806451613,3,0.5758620689655173,0.09030876388240973,2,0
0.012220861453474738,1,1,0.6451612903225806,0,0.5310344827586208,0.7184127705397823,5,1
0.01344555332621101,1,0,0.7580645161290323,0,0.9413793103448276,0.8598913471634243,5,2
0.008760455481147563,1,1,0.14516129032258068,1,0.11724137931034483,0.18128299614028345,2,0
0.3666935925163509,1,2,0.4516129032258065,1,0.17931034482758618,0.2340848868770981,4,1
0.01370091461031347,1,0,0.9516129032258065,2,0.7517241379310345,0.20059031750235606,5,1
0.07668134559762357,1,1,0.3870967741935484,1,0.8586206896551725,0.4501295310666181,3,2
0.10519321468587955,1,0,0.14516129032258068,3,0.027586206896551724,0.04337106113301706,2,0
0.1605961904265576,1,1,0.9193548387096775,2,0.09999999999999999,0.3580461848496378,5,1
0.005690908617140475,1,0,0.5645161290322581,1,0.46206896551724136,0.4951387199077218,4,1
0.15315944445892068,1,2,0.32258064516129037,1,0.43448275862068964,0.42085228349759424,3,0
0.07253823904943063,1,2,0.14516129032258068,3,0.07241379310344827,0.08096599120506241,2,0
0.22532767021914166,1,0,0.1774193548387097,0,0.4379310344827586,0.9106235640335183,2,0
0.0683586523177945,1,2,0.4032258064516129,0,0.1896551724137931,0.08309952314821663,3,0
0.2691507934439899,1,0,0.3870967741935484,1,0.4068965517241379,0.1286867956286122,3,0
0.06335044427651979,1,2,0.8225806451612903,0,0.3896551724137931,0.5547781301548593,5,1
0.08644240039607055,1,0,0.8064516129032258,0,0.7482758620689656,0.7878930464604478,5,2
0.3265706021835995,1,0,0.08064516129032262,3,0.4689655172413793,0.03265903685888172,1,0
0.24316126846809288,1,1,0.6129032258064516,2,0.5344827586206897,0.35769126838272364,5,1
0.4109649008520729,1,2,0.6451612903225806,2,0.7620689655172415,0.12183314355161146,5,2
0.27361179873361646,1,0,0.8225806451612903,2,0.4275862068965517,0.30869330243050563,5,1
0.32958803449983065,1,0,1.0,2,0.22758620689655168,0.2865204339122684,5,1
0.06466894233525287,1,0,0.8709677419354838,2,0.27586206896551724,0.21634511324389621,5,1
0.02271673137556349,1,0,0.7096774193548387,2,0.38620689655172413,0.2860660332841738,5,1
0.14777080021888112,1,1,0.16129032258064518,3,0.06551724137931035,0.09532330335812819,2,0
0.08769314954269483,1,0,0.8548387096774193,2,0.35172413793103446,0.39399290435942286,5,1
0.06909346744143627,1,0,0.04838709677419356,3,0.4586206896551724,0.048497184194924436,1,0
0.07531073299111446,1,2,0.03225806451612906,3,0.5137931034482759,0.051494480645625326,1,0
0.33507569638064466,1,0,0.7419354838709677,0,0.2862068965517241,0.06282357559519089,5,1
0.10829924173332985,1,2,0.22580645161290325,0,0.0896551724137931,0.563137488455132,2,0
0.04900852072856138,1,1,0.6290322580645161,0,0.16206896551724137,0.7385825120288452,5,1
0.15386299085389687,1,0,0.6612903225806451,2,0.0896551724137931,0.4153739327298857,5,1
0.015618729968470697,1,0,0.4193548387096775,0,0.30689655172413793,0.02553516429002591,3,0
0.09379576308726581,1,1,0.6451612903225806,1,0.46206896551724136,0.5599331573987313,5,1
0.05017588659874404,1,1,0.6451612903225806,2,0.29310344827586204,0.47597591945547213,5,1
0.04121739583604763,1,2,0.7903225806451613,2,0.2068965517241379,0.10693875136622676,5,1
0.052521041248664566,1,0,0.14516129032258068,3,0.5172413793103449,0.10716864044138703,2,0
0.03864814863069026,1,2,0.5,1,0.2,0.41426817972217034,4,1
0.020533131823748597,1,1,0.5483870967741935,1,0.5482758620689655,0.5643770073282185,4,2
0.05164551684602757,1,0,0.3548387096774194,0,0.12413793103448274,0.07870474310904137,3,0
0.06440836959637282,1,2,0.6129032258064516,1,0.806896551724138,0.25935588038777313,5,2
0.222357140995909,1,0,0.016129032258064557,3,0.8206896551724138,0.025203102292572162,1,2
0.11576204497485472,1,2,0.5,1,0.21724137931034482,0.20274199858302291,4,1
0.003147718685671105,1,1,1.0,2,0.9413793103448276,0.5106246395379634,5,2
0.4304505302655236,1,0,0.1774193548387097,0,0.6862068965517242,0.5027539635699758,2,2
0.0683742866821273,1,1,0.7903225806451613,2,0.8551724137931035,0.4396850385232249,5,2
0.1397347369518201,1,0,0.12903225806451613,3,0.5551724137931034,0.00238560329749663,2,0
0.10140969851734111,1,2,0.08064516129032262,3,0.41379310344827586,0.014693407292189015,1,0
0.37131094144930554,1,1,0.4193548387096775,0,0.05172413793103449,0.5394199266774845,3,0
0.18425619511686686,1,0,0.3870967741935484,0,0.4586206896551724,0.04063390231999753,3,2
0.1107329911144696,1,1,0.14516129032258068,1,0.4068965517241379,0.5071151340952387,2,0
0.1897803371811241,1,0,0.532258064516129,1,0.4689655172413793,0.5389944302313545,4,1
0.10155040779633634,1,0,0.4516129032258065,0,0.46206896551724136,0.4033074450450838,4,2
0.12004586080204288,1,1,1.0,2,0.6689655172413793,0.16537023568335538,5,1
0.12599734215806344,1,2,0.6451612903225806,1,0.393103448275862,0.28779692325065837,5,1
0.07023477603773093,1,0,0.08064516129032262,3,0.5862068965517242,0.07909999099265028,1,0
0.043380149568752115,1,1,0.6935483870967742,4,0.2793103448275862,0.11081325613003926,5,1
0.10072699794147535,1,1,1.0,2,0.8862068965517241,0.19011288763532874,5,2
0.32159887432576806,1,3,0.1774193548387097,1,0.17586206896551726,0.5932166590261039,2,0
0.13878625218229668,1,0,0.8709677419354838,2,0.3103448275862069,0.5092291725203237,5,1
0.07980821846418427,1,0,0.435483870967742,1,0.46206896551724136,0.30628013933160086,3,2
0.002532767021914167,1,1,0.25806451612903225,1,0.27586206896551724,0.21454700424958698,2,0
0.06193814003178987,1,0,0.6290322580645161,1,0.41724137931034483,0.5308286627312168,5,1
0.06225603877322354,1,1,0.19354838709677424,1,0.3896551724137931,0.2241142884798686,2,0
0.05583552648721891,1,2,0.6451612903225806,0,0.07586206896551724,0.01632212433638015,5,1
0.0602756859577351,1,0,0.5645161290322581,2,0.16206896551724137,0.2551580521001241,4,1
0.22814706725382392,1,0,0.7903225806451613,2,0.8172413793103449,0.35341748259363276,5,2
0.35283112280793183,1,2,0.14516129032258068,1,0.9551724137931035,0.035393506910788256,2,2
0.15412356359277693,1,1,0.27419354838709675,0,0.8206896551724138,0.49187994143878294,2,2
